date,net_return,equity,drawdown
2023-01-05,0.021772589559884,10217.72589559884,0.0
2023-01-06,0.1083800343994623,11325.12337964812,0.0
2023-01-09,0.0285172381974811,11648.084620681408,0.0
2023-01-10,0.0033420575805175,11687.013190186464,0.0
2023-01-11,0.0028212634503086,11719.985333343213,0.0
2023-01-12,-0.0445052555877591,11198.384390597985,-0.044505255587759085
2023-01-13,-0.0106845183075141,11078.73504756206,-0.05471425667716523
2023-01-17,0.0252979821755892,11359.004689323361,-0.030800434791745546
2023-01-18,-0.0158506875169374,11178.956655489472,-0.046162914241413056
2023-01-19,-0.0052970920614211,11119.740692934707,-0.05121547709627394
2023-01-20,-0.0157787321827388,10944.285282599389,-0.06618609398229935
2023-01-23,0.0351393529349813,11328.860385765769,-0.03337247756314998
2023-01-24,0.0087305054717657,11427.767063352567,-0.02493333068935577
2023-01-25,-0.0021879789746958,11402.76334929023,-0.027066756060734165
2023-01-26,0.0049583624140308,11459.302382497439,-0.022242600432624604
2023-01-27,0.0583062369453469,12127.451182439712,0.0
2023-01-30,-0.0263581680192516,11807.793786527694,-0.026358168019251615
2023-01-31,-0.0209548844845892,11560.362831713155,-0.046760720137772105
2023-02-01,0.0066563728627894,11637.31291715017,-0.04041560406355227
2023-02-02,0.0240060873305841,11916.67926733261,-0.017379737253636174
2023-02-03,-0.0224619311417842,11649.007638191059,-0.03945128593396685
2023-02-06,-0.0051427065844987,11589.100209907258,-0.04439110613052599
2023-02-07,0.0255749748478355,11885.49115628468,-0.019951432705446415
2023-02-08,0.0017141593810213,11905.86478244827,-0.018271473259962034
2023-02-09,0.0041649244641748,11955.451809947846,-0.014182648101764173
2023-02-10,0.0549387296850458,12612.269145197164,0.0
2023-02-13,-0.0027871086185495,12577.117381163118,-0.002787108618549583
2023-02-14,0.08811824403359,13685.390879795556,0.0
2023-02-15,0.0173020430380414,13922.1761017902,0.0
2023-02-16,0.0420015063740743,14506.928470070528,0.0
2023-02-17,0.0346012225622162,15008.885930757588,0.0
2023-02-21,0.0438182296090028,15666.548740646855,0.0
2023-02-22,0.0820596346786305,16952.140006979294,0.0
2023-02-23,0.0076499623152715,17081.82323919589,0.0
2023-02-24,0.0192213363918858,17410.158709863208,0.0
2023-02-27,0.0027867295525337,17458.676113654285,0.0
2023-02-28,-0.0041030335620274,17387.042579611396,-0.004103033562027347
2023-03-01,-0.000350727412759,17380.944467151916,-0.0044523219284408055
2023-03-02,-0.0450738051164906,16597.519163498968,-0.04932544395401284
2023-03-03,0.039189705193543,17247.971046460672,-0.012068788367568195
2023-03-06,-0.0024195031863415,17206.239525555833,-0.014459091081999165
2023-03-07,0.0511811090177737,18086.873946499232,0.0
2023-03-08,0.0607715907575085,19186.042048058527,0.0
2023-03-09,-0.0523097363581933,18182.425246767376,-0.05230973635819325
2023-03-10,-0.0015506469888308,18154.230723808836,-0.053779269411853625
2023-03-13,0.0169572598478798,18462.076731530822,-0.03773395860981987
2023-03-14,0.015523897295883,18748.68011457982,-0.022795839411962726
2023-03-15,-0.0002200093448034,18744.555229751884,-0.023010833459072844
2023-03-16,0.1338851176199914,21254.17221142164,0.0
2023-03-17,-0.0615847516467295,19945.239294324416,-0.06158475164672961
2023-03-20,-0.0332752676045411,19281.556119369165,-0.0928107701598665
2023-03-21,0.0584669062832982,20408.889053996474,-0.03977022247758599
2023-03-22,0.0016135712262169,20441.82025013306,-0.03822082333801902
2023-03-24,0.0373257454337465,21204.826428991928,-0.002321698626455704
2023-03-27,0.0297022606486985,21834.65771059626,0.0
2023-03-28,-0.0315744253469826,21145.24094073612,-0.031574425346982626
2023-03-29,-0.0077245625470321,20981.903204517337,-0.03905508927053547
2023-03-30,-0.0072295299134314,20830.213907659556,-0.04600226924781392
2023-03-31,0.0294970652641841,21444.644086760705,-0.017862135921933087
2023-04-03,-0.0514291760580685,20341.76371052007,-0.06837267704689942
2023-04-04,0.0650637847325361,21665.275845661465,-0.007757477455329953
2023-04-05,0.0162407575285549,22017.136337460106,0.0
2023-04-06,-0.0179724187441084,21621.43514365715,-0.017972418744108376
2023-04-10,-0.0070389085762327,21469.243838394003,-0.024884821107907462
2023-04-11,0.0105686775284534,21696.145353301723,-0.014579143229096814
2023-04-12,0.0209110083914724,22149.83363084722,0.0
2023-04-13,-0.024232098910445,21613.09667145463,-0.024232098910444977
2023-04-14,-0.0302854653146089,20958.53398187,-0.05378368383400145
2023-04-17,0.0102261225960423,21172.858519801925,-0.04410755978251235
2023-04-18,0.0160471389817394,21512.622323109892,-0.028768220942748224
2023-04-20,-0.004270405474406,21420.754702972452,-0.03291577444895155
2023-04-21,0.0042068217625923,21510.86800002807,-0.028847423482643575
2023-04-24,-0.012717676233429,21237.299745303684,-0.04119822752405178
2023-04-25,0.0040293230199009,21322.87168604797,-0.037334905470692736
2023-04-26,-0.012171864391795,21063.332583441752,-0.049052334456017754
2023-04-27,0.0391332126257364,21887.60845603618,-0.011838697264337394
2023-04-28,0.0274630776824541,22488.70954734744,0.0
2023-05-01,0.0045917218295512,22591.97144589443,0.0
2023-05-02,-0.0132651595141805,22292.28534092483,-0.013265159514180391
2023-05-03,0.0340793335942807,23051.9915696371,0.0
2023-05-04,-0.0059866426595023,22913.987533519823,-0.005986642659502217
2023-05-05,0.0518490354286376,24102.055684956653,0.0
2023-05-08,0.0005944013292846,24116.381978894282,0.0
2023-05-09,0.0792190575313679,26026.859030328753,0.0
2023-05-10,0.0144029910590769,26401.72364823843,0.0
